ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-659638,Source2,3,2022-04-06 4:10:55,2022-04-06 4:40:24,36.038445,-83.440079,,,0,Left lane blocked and left hand shoulder blocked due to crash on I-40 Eastbound at Exit 417 TN-92.,I-40 E,Dandridge,Jefferson,TN,37725,US,US/Eastern,KTYS,2022-04-06 3:53:00,54,54,93,28.69,10,SW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1706922,Source2,3,2019-12-10 21:37:04,2019-12-10 22:55:51,32.647503,-96.860741,,,0,Lane blocked due to accident on I-20 Westbound at Wheatland Rd.,W Wheatland Rd,Dallas,Dallas,TX,75237,US,US/Central,KRBD,2019-12-10 21:53:00,40,40,70,29.69,10,E,3,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-7717290,Source1,2,2019-05-03 15:37:31,2019-05-03 16:07:18,40.04224,-82.90215,40.05391,-82.90188,0.806,At Easton Way/Exit 33 - Accident. Left lane blocked.,Outerbelt N,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,2019-05-03 15:51:00,67,67,76,29.06,10,E,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-36994,Source2,3,2016-05-02 11:34:45,2016-05-02 12:04:45,37.928844,-122.385765,,,5.86,Accident on I-580 Eastbound between Exit 2A Sir Francis Drake Blvd and Exit 8 Castro St.,I-580 E,Richmond,Contra Costa,CA,94801,US,US/Pacific,KCCR,2016-05-02 11:53:00,69.1,,53,30,10,NW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1880570,Source2,2,2019-09-26 11:54:37,2019-09-26 12:24:29,42.959511,-78.813889,,,0,Accident on NY-5 Main St at US-62 Bailey Ave.,Main St,Buffalo,Erie,NY,14226,US,US/Eastern,KBUF,2019-09-26 11:54:00,66,66,65,29,10,W,17,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1501000,Source2,3,2020-06-10 8:56:41,2020-06-10 10:24:00,32.883392,-80.019562,,,0,Accident on I-26 Eastbound at I-526.,I-26 W,Charleston,Charleston,SC,29406,US,US/Eastern,KCHS,2020-06-10 8:56:00,81,81,79,29.99,10,W,5,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4725845,Source1,2,2022-03-06 3:45:46,2022-03-06 6:30:07,34.58602309,-81.89263701,34.61531309,-81.89980701,2.064,Incident on I-26 WB near MM 45 Road closed. Take alternate route.,I-26,Clinton,Laurens,SC,29325,US,US/Eastern,KLUX,2022-03-06 3:35:00,55,55,100,29.54,3,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-134047,Source2,2,2016-10-11 8:56:37,2016-10-11 9:41:19,28.539232,-81.405464,,,0,Accident on Tampa Ave at Jackson St.,W Jackson St,Orlando,Orange,FL,32805-2110,US,US/Eastern,KORL,2016-10-11 8:53:00,71.1,,78,30.18,10,North,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1030629,Source3,2,2021-05-26 13:05:01,2021-05-26 13:51:56,34.063606,-118.247627,,,0,Lane blocked due to accident on US-101 Northbound at Exits 3 3A 3B CA-110.,Arroyo Seco Pkwy,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2021-05-26 12:52:00,76,76,48,29.81,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4880928,Source1,2,2022-10-14 7:52:00,2022-10-14 9:40:06,41.946495,-78.699234,41.94595,-78.692454,0.35,Incident on PA-346 EB near HEDGEHOG LN Drive with caution.,W Washington St,Bradford,McKean,PA,16701-2639,US,US/Eastern,KBFD,2022-10-14 7:53:00,32,32,88,27.59,5,SE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1558924,Source2,2,2020-04-18 9:48:55,2020-04-18 11:03:44,35.220367,-80.827347,,,0,Accident on US-74 Eastbound at Exit 242 I-277 Exit 2B.,Central Ave,Charlotte,Mecklenburg,NC,28204,US,US/Eastern,KCLT,2020-04-18 9:52:00,60,60,80,29.09,10,NW,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3042972,Source2,2,2018-01-03 12:25:17,2018-01-03 12:54:55,35.830528,-78.577904,,,0,Accident on Buffaloe Rd at Old Buffaloe Rd.,Buffaloe Rd,Raleigh,Wake,NC,27604-4206,US,US/Eastern,KRDU,2018-01-03 12:51:00,32,26.4,22,30.17,10,East,5.8,,Overcast,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5290172,Source1,2,2022-05-05 9:17:00,2022-05-05 11:22:38,34.04071927,-118.2215273,34.03529927,-118.2216973,0.375,Accident on Whittier Blvd (US-101) from 7th St (US-101) to Santa Ana Fwy S - US-101 S.,US-101,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2022-05-05 9:47:00,65,65,73,29.82,5,VAR,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-338491,Source2,2,2017-02-28 16:48:10,2017-02-28 17:17:54,38.59594,-121.395882,,,0.01,Accident on Arden Way at Hilldale Rd.,Arden Way,Sacramento,Sacramento,CA,95825-9904,US,US/Pacific,KMCC,2017-02-28 16:55:00,55.4,,36,30.26,10,NW,10.4,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5843091,Source1,2,2021-11-04 18:45:48,2021-11-04 20:30:48,32.36612,-86.271388,32.365934,-86.275044,0.214,Incident on I-85 SB near ANN ST Left shoulder closed.,I-85 S,Montgomery,Montgomery,AL,36107,US,US/Central,KMXF,2021-11-04 18:56:00,54,54,81,29.96,10,NNE,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-343819,Source2,3,2017-02-16 16:59:40,2017-02-16 17:29:10,34.031166,-118.433472,,,0.01,One lane blocked due to accident on I-405 Southbound at Exits 53 53A 53B I-10.,San Diego Fwy S,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2017-02-16 16:51:00,57.9,,87,29.94,10,SW,8.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4990126,Source1,2,2022-11-11 16:13:37,2022-11-11 18:32:12,34.879244,-82.20799,34.90269,-82.126656,4.886,Stationary traffic on I-85 N from Aviation Dr/Exit 57 (I-85) to SC-290/Exit 63 (I-85) due to accident.,I-85 N,Greer,Spartanburg,SC,29651,US,US/Eastern,KGSP,2022-11-11 16:05:00,66,66,93,28.57,9,SSW,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4425234,Source1,2,2023-01-23 1:53:49,2023-01-23 4:01:09,42.33213544,-83.08574796,42.33205544,-83.07962796,0.313,EB I-96 Ramp to M-10,I-75,Detroit,Wayne,MI,48216,US,US/Eastern,KDET,2023-01-23 1:53:00,31,25,85,29.16,6,NNW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-140554,Source2,3,2016-09-06 10:37:52,2016-09-06 11:37:52,26.318256,-80.116394,,,0,Right lane blocked due to accident on I-95 Southbound at Exits 42 42A 42B FL-810 Hillsboro Blvd.,W Hillsboro Blvd,Deerfield Beach,Broward,FL,33442,US,US/Eastern,KPMP,2016-09-06 10:53:00,80.1,,87,30.13,10,SE,3.5,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7090695,Source1,2,2020-06-15 21:32:00,2020-06-15 22:23:43,35.352222,-118.985278,35.352222,-118.985278,0,At Cottonwood Rd - Accident.,CA-58 E,Bakersfield,Kern,CA,93307,US,US/Pacific,KBFL,2020-06-15 21:54:00,80,80,39,29.35,10,N,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-2747558,Source2,2,2018-06-07 17:18:33,2018-06-07 17:47:46,35.761955,-78.744987,,,0,2 right lane blocked due to accident on US-1 Northbound at Exit 101 US-64.,Walnut St,Cary,Wake,NC,27511,US,US/Eastern,KRDU,2018-06-07 16:51:00,82.9,,54,30.03,10,Calm,,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6518119,Source1,2,2021-01-18 1:00:45,2021-01-18 2:00:45,45.941723,-123.919311,45.938983,-123.919791,0.191,A crash has occurred causing no to minimum delays. Use caution.,Highway 101,Seaside,Clatsop,OR,97138,US,US/Pacific,KAST,2021-01-18 0:55:00,36,36,97,30.51,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7768905,Source1,4,2019-08-05 7:36:17,2019-08-05 8:05:43,28.59226,-81.38045,28.59297,-81.38135,0.073,Ramp closed to Fairbanks Ave/Exit 87 - Road closed due to accident.,Kentucky Ave,Winter Park,Orange,FL,32789-4536,US,US/Eastern,KORL,2019-08-05 7:53:00,79,79,88,29.9,10,SSW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1837535,Source2,2,2019-11-22 18:18:23,2019-11-22 19:02:54,40.170212,-74.101257,,,0,Left lane blocked due to accident on Garden State Pkwy Southbound at Exit 98 NJ-34.,NJ-138 E,Belmar,Monmouth,NJ,7719,US,US/Eastern,KBLM,2019-11-22 17:56:00,45,39,68,29.69,10,NW,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1639014,Source2,2,2020-02-10 8:35:08,2020-02-10 10:52:27,35.216358,-80.921829,,,0,Accident on Cpcc Harris Campus Dr near Morris Field Dr.,Morris Field Dr,Charlotte,Mecklenburg,NC,28208-5841,US,US/Eastern,KCLT,2020-02-10 8:52:00,44,44,73,29.51,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5424537,Source1,2,2022-04-08 12:36:33,2022-04-08 14:49:54,25.889347,-80.186409,25.890934,-80.186124,0.111,Slow traffic on FL-915 - FL-909 from FL-924/119th St (W Dixie Hwy/FL-909) to FL-916/NE 135th St (FL-909) due to accident.,NE 6th Ave,North Miami,Miami-Dade,FL,33161-5515,US,US/Eastern,KOPF,2022-04-08 12:53:00,80,80,40,29.99,10,NW,14,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4791470,Source1,2,2022-04-28 16:56:05,2022-04-28 18:15:16,39.62982059,-104.9049175,39.63454059,-104.9070075,0.345,Between I-225 and Exit 201: Hampden Avenue (Denver) at Mile Point 200. The right lane is closed due to a crash.,I-25,Denver,Denver,CO,80237,US,US/Mountain,KAPA,2022-04-28 16:53:00,74,74,12,23.91,10,S,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3257083,Source2,2,2017-10-20 7:19:44,2017-10-20 7:49:37,40.749386,-73.617966,,,0,Accident on Glen Cove Rd at Westbury Ave.,Glen Cove Rd,Carle Place,Nassau,NY,11514-1216,US,US/Eastern,KFRG,2017-10-20 6:53:00,54,,77,30.11,10,WNW,3.5,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-548107,Source2,1,2022-08-02 18:23:57,2022-08-02 19:23:21,34.886471,-82.303329,,,0,Crash on Old Spartanburg Hwy at Kimbrell Rd.,Old Spartanburg Rd,Taylors,Greenville,SC,29687-4226,US,US/Eastern,KGSP,2022-08-02 18:53:00,84,84,53,28.98,10,WNW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3850560,Source1,2,2022-01-02 23:05:57,2022-01-03 1:51:27,46.419393,-94.089427,46.424268,-94.083079,0.453,Construction on MN-210 near SNOWMOBILE TRL Drive with caution.,State Highway 210,Brainerd,Crow Wing,MN,56401,US,US/Central,KBRD,2022-01-02 22:53:00,-4,-16,72,28.75,9,SSE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5896186,Source1,2,2021-11-29 9:19:00,2021-11-29 11:44:19,34.77360606,-118.1708014,34.75152606,-118.1706314,1.526,Accident on CA-138/Avenue D (CA-138/CA-14) from Avenue F (CA-138/CA-14) to CA-138 E - Antelope Valley Fwy S - CA-14 S.,Aerospace Hwy,Lancaster,Los Angeles,CA,93536,US,US/Pacific,KWJF,2021-11-29 8:56:00,47,47,20,27.73,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7011291,Source1,2,2020-05-05 20:41:00,2020-05-05 22:45:29,37.711385,-122.127566,37.711385,-122.127566,0,At 150th Ave - Accident.,I-580 E,San Leandro,Alameda,CA,94578,US,US/Pacific,KHWD,2020-05-05 20:54:00,58,58,81,30.12,10,W,13,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4873312,Source1,2,2022-02-10 17:25:04,2022-02-10 18:15:00,33.38078856,-86.815027,33.35957856,-86.849007,2.448,Slow traffic on I-459 S from AL-3/AL-31/Exit 13 (I-459) to AL-150/Exit 10 (I-459) due to accident.,I-459,Birmingham,Jefferson,AL,35226,US,US/Central,KBHM,2022-02-10 17:53:00,60,60,30,29.36,10,SSW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-840683,Source2,3,2021-10-20 8:40:25,2021-10-20 9:10:00,34.067444,-117.567627,,,0,Slow lane blocked due to accident on I-10 Eastbound near Exit 56 Haven Ave.,I-10 W,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2021-10-20 8:53:00,59,59,58,29.07,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6075496,Source1,2,2021-11-05 19:14:00,2021-11-05 20:54:31,30.401858,-91.105384,30.401537,-91.105578,0.025,Incident on ESSEN LN near HENNESSY BLVD Drive with caution.,Hennessy Blvd,Baton Rouge,East Baton Rouge,LA,70808-4392,US,US/Central,KBTR,2021-11-05 18:53:00,56,56,84,30.09,10,N,5,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-2728239,Source2,3,2018-07-27 21:22:55,2018-07-27 21:51:59,44.960217,-93.201523,,,0,Accident on I-94 Eastbound at Exits 236 237 MN-280.,I-94 W,Saint Paul,Ramsey,MN,55114,US,US/Central,KMSP,2018-07-27 20:53:00,72,,48,30.08,10,North,4.6,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-7629445,Source1,2,2018-01-08 8:41:11,2018-01-08 14:41:11,38.8704,-94.79737,38.86969,-94.79816,0.065,At Old Hwy 56/Exit 217 - Accident. Right lane blocked.,US-169 S,Olathe,Johnson,KS,66061,US,US/Central,KIXD,2018-01-08 8:53:00,28,21.7,100,30.22,4,WNW,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5803782,Source1,2,2021-08-14 10:40:00,2021-08-14 12:00:21,38.350636,-121.223784,38.352046,-121.223787,0.097,Incident on ALTA MESA RD near HOBDAY RD Drive with caution.,Alta Mesa Rd,Wilton,Sacramento,CA,95693-8521,US,US/Pacific,KMHR,2021-08-14 10:45:00,82,82,37,29.9,10,SSE,3,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6522335,Source1,2,2021-02-02 22:32:00,2021-02-03 1:14:38,43.174915,-77.613247,43.174988,-77.610441,0.141,Incident on CLIFFORD AVE near REMINGTON ST Expect delays.,Clifford Ave,Rochester,Monroe,NY,14621-4519,US,US/Eastern,KROC,2021-02-02 22:21:00,29,22,100,29.1,1,N,7,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1186075,Source2,3,2021-01-21 19:36:26,2021-01-21 20:53:46,41.744354,-87.849586,,,0,Four lanes blocked due to accident on I-294 Tri-State Tollway Southbound at 88th Ave.,Archer Ave,Willow Springs,Cook,IL,60480,US,US/Central,KMDW,2021-01-21 19:53:00,35,25,59,29.14,10,W,16,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1655685,Source2,2,2020-02-18 6:52:43,2020-02-18 7:52:30,45.409069,-123.052483,,,0,Accident on Bald Peak Rd at Viewridge Ln.,SW Bald Peak Rd,Hillsboro,Washington,OR,97123-9075,US,US/Pacific,KHIO,2020-02-18 6:53:00,32,32,100,30.11,0.5,VAR,3,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2987745,Source2,2,2018-02-01 23:33:39,2018-02-02 0:18:18,38.573208,-122.840469,,,0,Lane blocked due to accident on Old Redwood Hwy both ways at Eastside Rd.,Eastside Rd,Healdsburg,Sonoma,CA,95448-9320,US,US/Pacific,KSTS,2018-02-01 23:53:00,48.9,,93,30.12,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4227310,Source1,2,2022-08-17 17:33:56,2022-08-17 19:13:53,34.828951,-82.527042,34.82872,-82.528717,0.096,Incident on US-123 near SC-153 Road closed. Take alternate route.,Calhoun Memorial Hwy,Easley,Pickens,SC,29640-9076,US,US/Eastern,KLQK,2022-08-17 17:35:00,79,79,64,28.89,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7708423,Source1,2,2019-04-12 15:39:52,2019-04-12 19:39:52,44.592531,-121.13201,44.596076,-121.133599,0.257,At SE Laurel Ln - Accident.,SW Highway 26,Madras,Jefferson,OR,97741-8868,US,US/Pacific,KRDM,2019-04-12 15:56:00,57,57,42,26.79,10,NNW,16,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2771099,Source2,2,2018-06-19 7:42:30,2018-06-19 8:12:05,47.159256,-122.464577,,,0,Left lane blocked and left hand shoulder blocked due to accident on WA-512 Eastbound at Steele St.,WA-512 E,Tacoma,Pierce,WA,98444,US,US/Pacific,KTCM,2018-06-19 7:58:00,60.8,,90,30.09,10,West,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1094207,Source2,2,2021-04-05 11:00:29,2021-04-05 12:15:03,35.20673,-80.876442,,,0,Lane blocked due to accident on Toomey Ave at Chicago Ave.,Chicago Ave,Charlotte,Mecklenburg,NC,28203-5513,US,US/Eastern,KCLT,2021-04-05 10:52:00,72,72,30,29.37,10,ENE,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1620470,Source2,2,2020-01-30 17:36:50,2020-01-30 18:06:02,29.397224,-98.649551,,,0,#1 #2 lane blocked due to accident on I-410-Loop Westbound at I-410-Loop.,US-90 E,San Antonio,Bexar,TX,78227,US,US/Central,KSKF,2020-01-30 17:41:00,52,52,71,29.28,10,NNE,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7356860,Source1,2,2019-10-26 14:22:00,2019-10-26 17:55:33,37.644139,-122.491896,37.644139,-122.491896,0,At Manor Dr/Palmetto Ave - Accident.,CA-1 N,Pacifica,San Mateo,CA,94044,US,US/Pacific,KSFO,2019-10-26 13:56:00,70,70,49,29.81,10,WNW,16,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3039046,Source2,3,2017-12-31 7:40:14,2017-12-31 8:24:47,29.991257,-90.058449,,,0,Left lane blocked due to accident on I-610 Eastbound at Exit 3 LA-3021 Elysian Fields Ave.,I-610 E,New Orleans,Orleans,LA,70122,US,US/Central,KNEW,2017-12-31 7:53:00,52,,93,30.14,6,NE,13.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5085765,Source1,2,2022-05-18 14:03:30,2022-05-18 16:05:58,38.995269,-77.027232,38.997049,-77.027446,0.124,Slow traffic on US-29 N - US-29 S from Thayer Ave (US-29) to MD-391/Dale Dr (US-29) due to accident.,Ellsworth Dr,Silver Spring,Montgomery,MD,20910-4402,US,US/Eastern,KCGS,2022-05-18 13:59:00,71,71,30,29.95,10,SW,5,0,Fair,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2944980,Source2,2,2018-03-14 21:14:52,2018-03-14 21:42:01,30.234537,-92.002296,,,0,Accident on Louisiana Ave both ways between Webb St and LA-94 Louisiana Ave.,Carmel Dr,Lafayette,Lafayette,LA,70501-5001,US,US/Central,KLFT,2018-03-14 20:53:00,55,,49,30.21,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2418250,Source2,3,2018-12-28 19:01:12,2018-12-28 19:45:47,42.228817,-83.616928,,,0,Right lane blocked due to accident on I-94 Eastbound after Exit 183 US-12-BR Huron St.,Huron Rd,Ypsilanti,Washtenaw,MI,48197,US,US/Eastern,KYIP,2018-12-28 18:53:00,37,27.7,73,29.88,10,West,16.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2540603,Source2,3,2018-10-24 16:33:13,2018-10-24 17:02:13,45.127884,-93.486031,,,3.380000114,Accident on I-94 Westbound between Exit 215 County Hwy-109 Weaver Lake Rd and Exit 213 Maple Grove Pkwy.,US-52 E,Maple Grove,Hennepin,MN,55311,US,US/Central,KMIC,2018-10-24 16:53:00,52,,47,30.25,10,SE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1362762,Source2,2,2020-10-29 6:27:09,2020-10-29 6:56:46,41.995079,-73.875603,,,0,Right hand shoulder blocked due to accident on US-9 Broadway Westbound at NY-199 Market St.,N Broadway,Red Hook,Dutchess,NY,12571-1439,US,US/Eastern,KPOU,2020-10-29 6:53:00,47,47,93,29.74,10,NNE,3,0,Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-7745720,Source1,2,2019-05-31 12:51:02,2019-05-31 13:20:35,37.92641,-122.05849,37.92643,-122.056256,0.122,Between Oak Rd and Jones Rd - Accident. Lane blocked.,Treat Blvd,Walnut Creek,Contra Costa,CA,94597-2140,US,US/Pacific,KCCR,2019-05-31 12:53:00,79,79,42,29.8,10,NW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
